Grado;Base;Intermedio;Avanzado;Arcano;;;
Zeon;80;180;240;300;;;
Int. R.;6;9;12;15;;;
Base: 5 Intensidades.;;;;;;;
Intermedio: 15 Intensidades.;;;;;;;
Avanzado: 25 Intensidades.;;;;;;;
Arcano: 35 Intensidades.;;;;;;;
Mantenimiento: 10 / 20 / 25 / 30 /Diario;;;;;;;
Libre Acceso Nivel: 1-40;;;;;;;
Reducción de Daño;;;;;;;
Nivel: 36;;/Acción: Pasiva;/Tipo: Automático;;;;
Efecto: La magia de este conjuro afecta a la potencia de una agresión, disminuyendo la fuerza de su impacto. Al ser lanzado, reduce el daño base de un ataque. Si esta decrece hasta 0, la agresión no produce ningún efecto. Si, por ejemplo, se utiliza en grado base contra un ataque de daño 60, cuando este vaya a golpear se calculará como si tuviera sólo 20. Dos conjuros de reducción de daño no se superponen frente a una misma fuente de ataque.;;;;;;;
Grado;Base;Intermedio;Avanzado;Arcano;;;
Zeon;80;120;160;240;;;
Int. R.;8;10;12;14;;;
Base: -40 al daño del ataque.;;;;;;;
Intermedio: -60 al daño del ataque.;;;;;;;
Avanzado: -80 al daño del ataque.;;;;;;;
Arcano: -120 al daño del ataque.;;;;;;;
Mantenimiento: No;;;;;;;
Control Físico;;;;;;;
Nivel: 38;;/Acción: Activa;;/Tipo: Anímico;;;
Efecto: Mediante este hechizo, el brujo es capaz de controlar el cuerpo de un ser como si fuese un simple títere. Dado que sólo otorga un dominio físico y no espiritual, el individuo sometido no está obligado a usar ninguna habilidad sobrenatural (magia, Ki, poderes psíquicos…) en contra de su voluntad, aunque sí sus habilidades marciales. Para resistir el control, hay que superar una RM. El afectado tendrá derecho a una nueva Resistencia por día, y en cada ocasión en la que las órdenes recibidas vayan completamente en contra de su comportamiento.;;;;;;;
Grado;Base;Intermedio;Avanzado;Arcano;;;
Zeon;120;180;240;300;;;
Int. R.;6;9;12;15;;;
Base: RM 80.;;;;;;;
Intermedio: RM 120.;;;;;;;
Avanzado: RM 140.;;;;;;;
Arcano: RM 180.;;;;;;;
Mantenimiento: 25 / 40 / 50 / 60 /Diario;;;;;;;
83.165.181.63;;;;;;;
Adquirir Habilidades;;;;;;;
Nivel: 40 /Acción: Activa /Tipo: Efecto;;;;;;;
Efecto: Este hechizo incrementa temporalmente las habilidades secundarias de un individuo, otorgándole un bonificador que podrá repartir libremente entre cualquier campo hasta un máximo de 320, salvo en aquellos que requieran conocimientos.;;;;;;;
Grado;Base;Intermedio;Avanzado;Arcano;;;
Zeon;80;180;280;350;;;
Int. R.;6;9;12;15;;;
Base: +50 al bonificador.;;;;;;;
Intermedio: +150 al bonificador.;;;;;;;
Avanzado: +250 al bonificador.;;;;;;;
Arcano: +400 al bonificador.;;;;;;;
Mantenimiento: 5 / 10 / 15 / 20;;;;;;;
Fusionar;;;;;;;
Nivel: 42;;/Acción: Activa;;/Tipo: Efecto;;;
Efecto: Une dos seres en un único cuerpo, creando un nuevo individuo que reúne las características y habilidades de ambos. El brujo designará qué capacidades predominarán, seleccionando las que más le interesen de cada uno. De esta forma, si se fusionan un luchador y un mentalista, el individuo resultante podrá tener la pericia de combate del guerrero, las capacidades mentales del psíquico y las habilidades secundarias más elevadas de cada uno. El dominio del cuerpo recaerá en aquel de los dos que gane un control enfrentado de Voluntad, aunque puede mantener algunos rasgos característicos de la personalidad del otro. Los cuerpos originales permanecen en el mismo estado en el que se encontraban en el momento de la fusión, por lo que al finalizar el conjuro se separarán, regresando a su forma y estado original. La muerte de la entidad conlleva que los personajes que la componen también perecen. La suma de la presencia de ambos sujetos no podrá ser superior a lo que determine el grado del conjuro. También es posible fusionar individuos con objetos o cosas, en cuyo caso el DJ puede otorgar las ventajas o habilidades que considere pertinentes.;;;;;;;
Grado;Base;Intermedio;Avanzado;Arcano;;;
Zeon;140;180;240;350;;;
Int. R.;7;9;12;15;;;
Base: Presencia máxima 80 / RM 80.;;;;;;;
Intermedio: Presencia máxima 100 / RM 120.;;;;;;;
Avanzado: Presencia máxima 150 / RM 140.;;;;;;;
Arcano: Presencia máxima 200 / RM 180.;;;;;;;
Mantenimiento: 15 / 20 / 25 / 30;;;;;;;
Libre Acceso Nivel: 1-50;;;;;;;
Crear Recuerdos;;;;;;;
Nivel: 46;;/Acción: Activa;;/Tipo: Anímico;;;
Efecto: Permite crear recuerdos nuevos en la mente de un sujeto, sin borrar necesariamente con ello los anteriores. La gran mayoría de las veces, salvo si se modifican memorias muy arraigadas, el personaje afectado se siente ligeramente confundido, pero está convencido de que todos sus recuerdos son reales. El brujo puede determinar qué información pretende inducir, sin importar su complejidad o duración. Para evitarlo, es necesario superar una RM o RP. Aunque no exige mantenimiento, el individuo afectado tendrá derecho a una nueva tirada si ve o hace algo que pueda llevarle a sospechar que ha sido engañado.;;;;;;;
Grado;Base;Intermedio;Avanzado;Arcano;;;
Zeon;140;180;240;350;;;
Int. R.;7;9;12;15;;;
Base: RM o RP 100.;;;;;;;
Intermedio: RM o RP 120.;;;;;;;
Avanzado: RM o RP 160.;;;;;;;
Arcano: RM o RP 200.;;;;;;;
Mantenimiento: No;;;;;;;
Recuperar;;;;;;;
Nivel: 48;;/Acción: Activa;;/Tipo: Efecto;;;
Efecto: Restaura completamente la condición física de un sujeto, sanando sus puntos de vida perdidos y haciendo desaparecer cualquier penalizador físico que tuviese, siempre que no sea por causa de miembros amputados o daños similares. Este hechizo no recupera puntos de Cansancio, ni deshace estados;;;;;;;
negativos provocados por medios sobrenaturales.;;;;;;;
Grado;Base;Intermedio;Avanzado;Arcano;;;
Zeon;250;300;350;400;;;
Int. R.;8;10;12;14;;;
Base: 500 Puntos de vida.;;;;;;;
Intermedio: 750 Puntos de vida.;;;;;;;
Avanzado: 1.000 Puntos de vida.;;;;;;;
Arcano: 1.500 Puntos de vida.;;;;;;;
Mantenimiento: No;;;;;;;
Adquirir Poderes;;;;;;;
Nivel: 50 /Acción: Activa /Tipo: Efecto;;;;;;;
Efecto: Concede al hechicero, o a quien este elija, la capacidad de adquirir habilidades de seres sobrenaturales. A efectos de juego, otorga al personaje PD adicionales para obtener cualquiera de los Poderes detallados en el Capítulo 26, como si tuviera Gnosis 25. Estos cambios afectarán temporalmente a su forma física. Si, por ejemplo, obtiene Vuelo Natural, lo más lógico sería que estuviese dotado de unas enormes alas. Los beneficios de este conjuro no se superponen, y sólo puede afectar uno cada vez a un mismo sujeto.;;;;;;;
Grado;Base;Intermedio;Avanzado;Arcano;;;
Zeon;100;200;300;400;;;
Int. R.;7;10;13;16;;;
Base: 100 PD.;;;;;;;
Intermedio: 200 PD.;;;;;;;
Avanzado: 300 PD.;;;;;;;
Arcano: 400 PD / Gnosis 30.;;;;;;;
Mantenimiento: 20 / 40 / 50 / 60;;;;;;;
Crear Engendro;;;;;;;
Nivel: 52;;/Acción: Activa;;/Tipo: Efecto;;;
Efecto: Crea un ser mágico con apariencia de vida bajo el control absoluto del hechicero. El ente debe de ser desarrollado como un Ser Entre Mundos usando las reglas descritas en el Capítulo 26. La criatura tendrá un Gnosis 20. Sin importar el Grado en el que el conjuro sea lanzado, este sortilegio no permite crear criaturas de un nivel superior al del hechicero, ya que estas se basan en la presencia espiritual del mismo. Los engendros no tienen la capacidad de recibir un alma, por lo que no es posible darles vida independiente mediante el conjuro de Otorgar Alma, ni transmigrar un espíritu en ellos.;;;;;;;
Grado;Base;Intermedio;Avanzado;Arcano;;;
Zeon;80;120;250;500;;;
Int. R.;8;10;12;15;;;
Base: Nivel 2.;;;;;;;
Intermedio: Nivel 4.;;;;;;;
Avanzado: Nivel 8.;;;;;;;
Arcano: Nivel 12.;;;;;;;
Mantenimiento: 10 / 15 / 25 / 50;;;;;;;
Libre Acceso Nivel: 1-60;;;;;;;
Aura de Protección;;;;;;;
Nivel: 56;;/Acción: Pasiva;;/Tipo: Efecto;;;
Efecto: Incrementa sobrenaturalmente todas las Resistencias de los individuos designados por el brujo en un área (RF, RV, RE, RM y RP). Los efectos de este conjuro no se superponen, y sólo se puede afectar con él una vez a cada;;;;;;;
sujeto.;;;;;;;
Grado;Base;Intermedio;Avanzado;Arcano;;;
Zeon;120;180;240;350;;;
Int. R.;6;9;12;15;;;
Base: +20 a las Resistencias / 100 metros de radio.;;;;;;;
Intermedio: +50 a las Resistencias / 500 metros de radio.;;;;;;;
Avanzado: +80 a las Resistencias / 1 kilómetro de radio.;;;;;;;
Arcano: +120 a las Resistencias / 10 kilómetros de radio.;;;;;;;
Mantenimiento: 10 / 15 / 25 / 35;;;;;;;
Estancar Esencia;;;;;;;
Nivel: 58 /Acción: Activa /Tipo: Anímico;;;;;;;
Efecto: Como su nombre indica, el hechizo estanca el espíritu de un individuo en el estado en que se encuentra en el mismo momento de su lanzamiento. A partir de ese instante, el afectado no deberá realizar nuevos controles mágicos o psíquicos, y permanecerá inalterablemente en la condición espiritual en la que se hallase. De este modo, no podrá ser influido por estados de ningún tipo, tanto positivos como negativos. Si desea resistir el estancamiento, será necesario superar una RM. Lógicamente, alguien afectado por este sortilegio no puede realizar ningún control para librarse de él mientras se mantenga.;;;;;;;
Grado;Base;Intermedio;Avanzado;Arcano;;;
Zeon;150;200;250;300;;;
Int. R.;8;10;12;15;;;
Base: RM 100.;;;;;;;
Intermedio: RM 120.;;;;;;;
Avanzado: RM 140.;;;;;;;
Arcano: RM 180.;;;;;;;
Mantenimiento: 15 / 20 / 25 / 30;;;;;;;
1  3 7;;;;;;;
Escudo Perfecto;;;;;;;
Nivel: 60 /Acción: Activa /Tipo: Defensa;;;;;;;
Efecto: Forma una barrera de energía que protege frente a cualquier fuente de ataque. Si no es destruido al finalizar el asalto, recupera automáticamente;;;;;;;
todos sus puntos de vida perdidos.;;;;;;;
Grado;Base;Intermedio;Avanzado;Arcano;;;
Zeon;150;200;300;400;;;
Int. R.;8;10;13;16;;;
Base: Aguanta 100 puntos de daño.;;;;;;;
Intermedio: Aguanta 250 puntos de daño.;;;;;;;
Avanzado: Aguanta 500 puntos de daño.;;;;;;;
Arcano: Aguanta 1.000 puntos de daño.;;;;;;;
Mantenimiento: 15 / 20 / 30 / 40 /Diario;;;;;;;
Vitalidad;;;;;;;
Nivel: 62;;/Acción: Activa;;/Tipo: Efecto;;;
Efecto: La magia crea un estado de vitalidad sobrenatural en un individuo, aumenta el valor máximo de sus puntos de vida mientras este hechizo se mantenga. Sus efectos no se superponen, y sólo se puede afectar con él una vez a cada sujeto. Los seres con acumulación de daño multiplican por cinco esta cantidad.;;;;;;;
Grado;Base;Intermedio;Avanzado;Arcano;;;
Zeon;150;200;250;350;;;
Int. R.;8;10;13;16;;;
Base: +50 Puntos de Vida.;;;;;;;
Intermedio: +75 Puntos de Vida.;;;;;;;
Avanzado: +100 Puntos de Vida.;;;;;;;
Arcano: +150 Puntos de Vida.;;;;;;;
Mantenimiento: 15 / 20 / 25 / 35 /Diario;;;;;;;
Libre Acceso Nivel: 1-70;;;;;;;
Creación Completa;;;;;;;
Nivel: 66;;/Acción: Activa;;/Tipo: Efecto;;;
Efecto: Forma un objeto con una presencia determinada por el grado del conjuro. La creación debe de encontrarse en una ubicación lógica, dependiendo de su naturaleza. No es posible, por ejemplo, hacer aparecer una pequeña montaña, situarla en el aire y dejarla caer. Como limitación, la presencia del objeto creado no puede ser superior al doble de la presencia base del brujo.;;;;;;;
Grado;Base;Intermedio;Avanzado;Arcano;;;
Zeon;150;200;300;400;;;
Int. R.;8;10;12;14;;;
Base: Presencia máxima 50.;;;;;;;
Intermedio: Presencia máxima 80.;;;;;;;
Avanzado: Presencia máxima 120.;;;;;;;
Arcano: Presencia máxima 150.;;;;;;;
Mantenimiento: 15 / 20 / 30 / 40 /Diario;;;;;;;
Potenciar Magia;;;;;;;
Nivel: 68;;/Acción: Pasiva;;/Tipo: Efecto;;;
Efecto: Potencia el poder de otro hechizo al que se le vincule. A términos de juego, otorga al sortilegio vinculado las siguientes ventajas:;;;;;;;
+20 a su RM.;;;;;;;
+50% de daño / resistencia al daño adicional (redondeado hacia arriba en grupos de 5). +20% a cualquier valor numérico de diferente naturaleza (Presencia, intensidades, distancia, radio de efecto, incrementos o elementos similares), salvo los valores;;;;;;;
relacionados con el Gnosis.;;;;;;;
Grado;Base;Intermedio;Avanzado;Arcano;;;
Zeon;100;200;300;400;;;
Int. R.;8;12;15;18;;;
Base: Afecta la los conjuros de Grado Base.;;;;;;;
Intermedio: Afecta la los conjuros de Grado Intermedio.;;;;;;;
Avanzado: Afecta la los conjuros de Grado Avanzado.;;;;;;;
Arcano: Afecta la los conjuros de Grado Arcano.;;;;;;;
Mantenimiento: 10 / 20 / 30 / 40;;;;;;;
Transmutar;;;;;;;
Nivel: 70 /Acción: Activa /Tipo: Anímico;;;;;;;
Efecto: El brujo transforma un objeto inorgánico convirtiéndolo en otro distinto, pero de poder anímico similar. De este modo modifica algo en otra cosa que tenga un valor de presencia igual o inferior. Si el objeto es sobrenatural o especialmente poderoso, puede resistirse pasando una RM.;;;;;;;
Grado;Base;Intermedio;Avanzado;Arcano;;;
Zeon;250;350;500;800;;;
Int. R.;9;12;15;18;;;
Base: RM 120 / Presencia Máxima 50.;;;;;;;
Intermedio: RM 160 / Presencia Máxima 100.;;;;;;;
Avanzado: RM 220 / Presencia Máxima 150.;;;;;;;
Arcano: RM 260 / Presencia Máxima 200.;;;;;;;
Mantenimiento: No;;;;;;;
Metamorfismo;;;;;;;
Nivel: 72 /Acción: Activa /Tipo: Anímico;;;;;;;
Efecto: El brujo transmuta la sustancia y forma de un cuerpo, convirtiéndolo en cualquier cosa que desee, siempre y cuando su presencia no se incremente por encima de la original. Así, por ejemplo, el hechicero puede convertir a una persona en lo que quiera (un ratón, una estatua de piedra…), mientras la presencia del individuo no sea menor que aquello en lo que se le transforma. Los seres vivos que son polimorfizados en cosas inorgánicas, seguirán viviendo bajo la nueva forma que se les ha dado, incluso sin poder moverse o respirar. Cuando el conjuro desparece, el individuo u objeto mutado recupera su apariencia original. Este hechizo no permite otorgar poderes o habilidades esenciales, salvo aquellos que poseen los seres vivos naturales con Gnosis 0. Para evitar ser polimorfizado, es necesario superar una RM. Sólo es posible;;;;;;;
repetir la Resistencia una vez al día.;;;;;;;
Grado;Base;Intermedio;Avanzado;Arcano;;;
Zeon;150;200;250;350;;;
Int. R.;8;10;12;14;;;
Base: RM 100.;;;;;;;
Intermedio: RM 120.;;;;;;;
Avanzado: RM 160.;;;;;;;
Arcano: RM 200.;;;;;;;
Mantenimiento: 10 / 10 / 15 / 20 /Diario;;;;;;;
Libre Acceso Nivel: 1-80;;;;;;;
Recrear;;;;;;;
Nivel: 76;;/Acción: Activa;;/Tipo: Efecto;;;
Efecto: Manipulando la esencia de la materia y de las almas, el mago es capaz de restaurar cualquier pérdida o menoscabo que haya sufrido el individuo u objeto blanco de este conjuro. Puede elegir qué partes o elementos recrea, sin estar obligado a devolverlo completamente todo a su estado original. De este modo, si una persona tuerta y manca recibe un conjuro de Recrear, el brujo podría elegir entre devolverle su ojo, el brazo, o ambos a la vez. Lanzar este sortilegio sobre un individuo herido o una construcción destrozada hace desaparecer automáticamente cualquier daño o negativo (siempre y cuando el hechicero lo desee, por supuesto). Recrear también deshace los efectos de habilidades sobrenaturales que hayan mermado física o anímicamente a individuos o cosas; restaura recuerdos borrados, o PD perdidos. Este hechizo sólo tiene tres limitaciones. La primera es que afecta únicamente a carencias o pérdidas sufridas de modo artificial, y no una evolución natural o positiva. Así pues, no permite devolver a una persona a un estado anterior perjudicial o inferior. En segundo lugar, no tiene alcance sobre almas fallecidas o que hayan pasado previamente por el flujo, por lo que es incapaz de devolver la vida a los muertos. Finalmente, si el daño o destrucción ha sido provocado por un ser cuyo Gnosis es al menos 15 puntos superior al del lanzador, la máxima;;;;;;
presencia afectable se reduce a la mitad.;;;;;;;
Grado;Base;Intermedio;Avanzado;Arcano;;;
Zeon;300;500;750;1.500;;;
Int. R.;8;12;15;18;;;
Base: Presencia máxima 60.;;;;;;;
Intermedio: Presencia máxima 120.;;;;;;;
Avanzado: Presencia máxima 180.;;;;;;;
Arcano: Presencia máxima 240.;;;;;;;
Mantenimiento: No;;;;;;;
Crear Ser;;;;;;;
Nivel: 78 /Acción: Activa /Tipo: Efecto;;;;;;;
Efecto: Crea una criatura con apariencia de vida bajo el control absoluto del hechicero. El ente será desarrollado como un Ser Entre Mundos con Gnosis;;;;;;;
25. Dado que su existencia se encuentra directamente atada al alma del brujo, el número de seres que haya creado y dependan de él (ya sea empleando este hechizo o los de nivel 82 de las vías menores) limitará el nivel máximo de la entidad. De este modo, la criatura puede tener como tope el nivel de su creador, menos el número de entidades que el brujo haya concebido mágicamente y mantenga. Por ejemplo, si se crea un solo ser, este podrá tener como máximo un nivel menos que su señor; dos niveles menos en el caso de que sean dos; tres menos si mantiene a tres entidades... Si uno o varios seres tienen ya su nivel máximo y el brujo crea otro nuevo, los anteriores bajan un nivel inmediatamente.;;;;;
83.165.181.63;;;;;;;
Ramiel, una Doncella de Luz, observa fascinada;;;;;;;
cómo su señora ha creado vida.;;;;;;;
Grado;Base;Intermedio;Avanzado;Arcano;;;
Zeon;250;400;600;1.000;;;
Int. R.;9;12;15;17;;;
Base: Nivel 1.;;;;;;;
Intermedio: Nivel 5.;;;;;;;
Avanzado: Nivel 9.;;;;;;;
Arcano: Nivel 12.;;;;;;;
Mantenimiento: 50 / 80 / 120 / 200 /Diario;;;;;;;
Quimera;;;;;;;
Nivel: 80;;/Acción: Activa;;/Tipo: Efecto;;;
Efecto: El hechicero, o quien este designe, deja de ser una criatura natural para convertirse en un Ser Entre Mundos con Gnosis 25, gozando de todas las ventajas y desventajas que ello supone. Adicionalmente, obtendrá PD extras que podrá utilizar para elegir entre Habilidades Esenciales y poderes de la Creación de Seres, descritas en el Capítulo 26. También le permite escoger PD en desventajas y penalizadores para obtener puntos adicionales.;;;;;;;
El exceso de PD aumenta el nivel del personaje. Este conjuro sólo funciona sobre criaturas naturales, por lo que no podrá ser lanzado sobre Seres Entre Mundos o Ánimas para incrementar sus habilidades.;;;;;;;
Todos los poderes y dones que se adquieran mediante este hechizo dependen directamente de la forma física del individuo, por lo que, si por algún método regresa a su estado anterior o transmigra su alma a otro cuerpo o forma,;;;;;;;
perderá automáticamente las ventajas recibidas.;;;;;;;
Grado;Base;Intermedio;Avanzado;Arcano;;;
Zeon;250;500;1.000;2.500;;;
Int. R.;10;13;15;17;;;
Base: +100 PD / hasta 100 PD opcionales en desventajas.;;;;;;;
Intermedio: +200 PD / hasta 100 PD opcionales en desventajas.;;;;;;;
Avanzado: +300 PD / hasta 200 PD opcionales en desventajas.;;;;;;;
Arcano: +400 PD / hasta 200 PD opcionales en desventajas.;;;;;;;
Mantenimiento: No;;;;;;;
Alta Magia;;;;;;;
Zona de Salvaguardia;;;;;;;
Nivel: 82 /Acción: Activa /Tipo: Automático;;;;;;;
Efecto: Crea una zona mágica en cuyo interior nada ni nadie puede causar ningún tipo de daño, ni por acción ni por omisión, a ninguna persona u objeto. De este modo, un individuo influido por este conjuro será incapaz de derribar una puerta a golpes, o de aplastar una simple cucaracha por error. Afecta automáticamente a cualquiera que se encuentre en el área del sortilegio, incluyendo al propio brujo. La zona encantada permanece en el lugar donde es lanzada, sin que el hechicero pueda reubicarla posteriormente. Para superar sus efectos es necesario superar una RM. Sólo es posible repetir la Resistencia una vez al día, incluso si se sale de ella y se vuelve a entrar.;;;;;;;
Grado;Base;Intermedio;Avanzado;Arcano;;;
Zeon;350;500;800;1.500;;;
Int. R.;12;15;17;18;;;
Base: RM 140 / radio de 100 metros.;;;;;;;
Intermedio: RM 180 / radio de 500 metros.;;;;;;;
Avanzado: RM 220 / radio de 1 kilómetro.;;;;;;;
Arcano: RM 250 / radio de 5 kilómetros.;;;;;;;
Mantenimiento: 35 / 50 / 80 / 150 /Diario;;;;;;;
Libre Acceso Nivel: 1-90;;;;;;;
Mantenimiento;;;;;;;
Nivel: 86;;/Acción: Activa;;/Tipo: Efecto;;;
Efecto: Afecta a otro hechizo activo, fijándolo de un modo más duradero al mundo. A efectos de juego, añade puntos de Zeon al mantenimiento de un conjuro determinado. Ten en cuenta que esta cantidad no se suma a su potencial,;;;;;;;
sino que los emplea tan sólo para pagar su conservación.;;;;;;;
Grado;Base;Intermedio;Avanzado;Arcano;;;
Zeon;250;500;900;1.600;;;
Int. R.;10;12;14;16;;;
Base: 500 Puntos de Zeon.;;;;;;;
Intermedio: 2.000 Puntos de Zeon.;;;;;;;
Avanzado: 5.000 Puntos de Zeon.;;;;;;;
Arcano: 10.000 Puntos de Zeon.;;;;;;;
Mantenimiento: No;;;;;;;
Otorgar Alma;;;;;;;
Nivel: 88;;/Acción: Activa;;/Tipo: Efecto;;;
Efecto: Mediante este hechizo, el brujo es capaz de concebir un alma completa, dándole el soplo de la vida a un objeto o cuerpo que sea capaz de contenerla. Si se la otorga a una criatura engendrada mágicamente, como las entidades desarrolladas con el conjuro de nivel 78 de esta vía o los de nivel 82 de las elementales, deja de ser necesario mantener el hechizo que la sustenta y el ente cobra existencia independiente. De este modo, rompe cualquier lazo con su creador, obteniendo libre albedrío como un Ser Entre Mundos más.;;;;;;;
No todas las almas creadas por este conjuro son capaces de penetrar en el cuerpo donde se las imbuye, ni se puede emplear sobre algo que ya posea un alma viva.;;;;;;;
Grado;Base;Intermedio;Avanzado;Arcano;;;
Zeon;500;800;1.200;2.000;;;
Int. R.;13;14;15;16;;;
Base: Presencia máxima 30.;;;;;;;
Intermedio: Presencia máxima 50.;;;;;;;
Avanzado: Presencia máxima 80.;;;;;;;
Arcano: Presencia máxima 100.;;;;;;;
Mantenimiento: No;;;;;;;
Creación Mayor;;;;;;;
Nivel: 90;;/Acción: Activa;;/Tipo: Efecto;;;
Efecto: Otorga al hechicero el don de crear a su antojo, concediéndole puntos de presencia para repartir libremente entre varios objetos o construcciones. Puede elaborar cualquier cosa inanimada que desee, desde castillos a montañas, siempre y cuando la presencia de sus creaciones no sea superior a lo que permite el grado del conjuro.;;;;;;;
Grado;Base;Intermedio;Avanzado;Arcano;;;
Zeon;400;800;1.200;2.000;;;
Int. R.;10;12;14;16;;;
Base: 500 Puntos de Presencia / Presencia máxima 100.;;;;;;;
Intermedio: 1.000 Puntos de Presencia / Presencia máxima 120.;;;;;;;
Avanzado: 2.000 Puntos de Presencia / Presencia máxima 140.;;;;;;;
Arcano: 3.000 Puntos de Presencia / Presencia máxima 180.;;;;;;;
Mantenimiento: 20 / 25 / 25 / 30 /Diario;;;;;;;
Magia Divina;;;;;;;
Magia eterna;;;;;;;
Nivel: 92 /Acción: Activa /Tipo: Efecto;;;;;;;
Efecto: Como su nombre indica, afecta a otro conjuro activo, disminuyendo enormemente el coste de su mantenimiento o incluso haciéndolo desaparecer. Sus efectos varían dependiendo de si influye o no a un hechizo con mantenimiento diario. Si es diario, Magia Eterna lo estanca, haciendo que deje de ser necesario mantenerlo. El sortilegio sigue siendo controlado por su lanzador, aunque perdurará incluso después de que este haya muerto. Si el mantenimiento es por asalto, pasará a convertirse en un conjuro de tipo Diario. Magia Eterna sólo influye en hechizos que tengan un nivel de vía inferior a 80.;;;;;;;
Grado;Base;Intermedio;Avanzado;Arcano;;;
Zeon;600;1.000;2.500;5.000;;;
Int. R.;12;14;16;18;;;
Base: Afecta a un conjuro de Grado Base.;;;;;;;
Intermedio: Afecta a un conjuro de Grado Base.;;;;;;;
Avanzado: Afecta a un conjuro de Grado Base.;;;;;;;
Arcano: Afecta a un conjuro de Grado Arcano.;;;;;;;
Mantenimiento: No;;;;;;;
Libre Acceso Nivel: 1-100;;;;;;;
La Barrera;;;;;;;
Nivel: 96;;/Acción: Activa;;/Tipo: Efecto;;;
Efecto: Este descomunal hechizo forma una brecha en la propia realidad, capaz de separar en dos partes el mundo. De este modo, levanta una barrera invisible que no permite a nadie alcanzar el otro lado, como si dividiese dos planos distintos independientes el uno del otro.;;;;;;;
La separación no es percibida de un modo natural, ni siquiera para aquellos que pueden ver magia. Es capaz de adoptar cualquier apariencia; desde ser completamente invisible hasta tener el sencillo aspecto de un muro de piedra. De todos modos, tome la forma que tome, no permite vislumbrar la realidad que se oculta detrás de ella.;;;;;;
Habitualmente, nadie es consciente de su existencia, ni siquiera cuando tratan de atravesarla. Si alguien la intenta cruzar, sale por otro punto de ella, ignorando completamente lo que hay detrás (es posible incluso dar directamente la vuelta sin notarlo). El transporte no es automático, sino que poco a poco la realidad se va adaptando al lugar de salida de un modo casi imperceptible (dificultad en advertir de Inhumano). Como ejemplo, La Barrera podría utilizarse sobre una isla para separarla del resto del mundo. Ese lugar desaparecería de la vista, y cualquier barco que navegase por la zona no vería más que agua, siendo transportado de inmediato hasta otro lugar para proseguir inocentemente su viaje. La Barrera no tiene por qué ser absolutamente perfecta. El lanzador puede elegir dejar deliberadamente abiertos pasajes o aperturas, en una o ambas direcciones, para cruzar a través de ella. Existen ciertos requisitos que permiten a alguien traspasarla. Para empezar, debe tratarse de una entidad con Gnosis superior a 25, y ser además consciente de su existencia y ubicación exacta. Si los cumple ambos, necesita realizar una RM para pasarla. Si fracasa, sólo puede repetir el control una vez al día.;;;;;;;
Puede afectar a un territorio extenderse en una línea. Una vez lanzada, permanece siempre en la misma ubicación.;;;;;;;
Grado;Base;Intermedio;Avanzado;Arcano;;;
Zeon;800;2.500;5.000;10.000;;;
Int. R.;15;16;17;19;;;
Base: RM 120 / 100 kilómetros cuadrados o línea.;;;;;;;
Intermedio: RM 180 / 1.000 kilómetros cuadrados o línea.;;;;;;;
Avanzado: RM 240 / 100.000 kilómetros cuadrados o línea.;;;;;;;
Arcano: RM 300 / Sin límite de espacio.;;;;;;;
Mantenimiento: 40 / 45 / 45 / 50 /Diario;;;;;;;
El Don de la Vida;;;;;;;
Nivel: 98 /Acción: Activa /Tipo: Efecto;;;;;;;
Efecto: El lanzador es imbuido de la capacidad de crear una nueva forma de vida, el neonato de una raza que nunca antes había existido. La creación puede ser de cualquier clase (Natural, Espiritual o Entre Mundos), y estar atada a un elemento determinado. El nivel máximo de la criatura no podrá ser superior a la de su creador. Este último debe elegir el Gnosis de su obra, dándole como máximo diez puntos menos del que él mismo posee.;;;;;;;
Si es un Ser Natural con Gnosis inferior a 20, obtendrá además PD adicionales para elegir poderes y habilidades especiales raciales, empleando las reglas;;;;;;;
descritas en el Capítulo 26.;;;;;;;
Grado;Base;Intermedio;Avanzado;Arcano;;;
Zeon;800;2.000;4.000;8.000;;;
Int. R.;16;17;18;19;;;
Base: Nivel 1 y 50 PD en el caso de que se trate de un ser natural.;;;;;;;
Intermedio: Nivel 6 y 100 PD en el caso de que se trate de un ser natural.;;;;;;;
Avanzado: Nivel 11 y 150 PD en el caso de que se trate de un ser natural.;;;;;;;
Arcano: Nivel 16 y 200 PD en el caso de que se trate de un ser natural.;;;;;;;
Mantenimiento: No;;;;;;;
Crear;;;;;;;
Nivel: 100 /Acción: Activa /Tipo: Efecto;;;;;;;
Efecto: Permite a su lanzador obtener el poder absoluto de la creación, otorgándole la capacidad de concebir cualquier cosa que desee: continentes, océanos o incluso mundos enteros. A efectos de juego, otorga puntos de presencia para crear lo que este quiera, mientras no supere un límite de presencia determinada por el grado del conjuro.;;;;;;;
Este hechizo también puede imponer nuevas reglas a la realidad; alterar la gravedad, modificar la velocidad con la que pasa el tiempo… Cualquiera con un Gnosis inferior a la mitad del que posee el lanzador, se verá sometido a ellas.;;;;;;
Grado;Base;Intermedio;Avanzado;Arcano;;;
Zeon;1.000;3.000;6.000;12.000;;;
Int. R.;17;18;19;20;;;
Base: 1.000 Puntos de presencia / Presencia máxima 180 / 1 regla existencial.;;;;;;;
Intermedio: 10.000 Puntos de presencia / Presencia máxima 220 / 5 reglas existenciales.;;;;;;;
