Tipo de Conjuro: Automático.;;;;;
Spellbook:MUERTE;;;;;
Esta sub-vía controla el fin de las cosas, la muerte en su concepto de término de la vida.;;;;;
Vínculos: Cerrados: Creación, Luz, Esencia, Tierra, Agua, Aire, Ilusión.;;;;;
Autopsia;;;;;
Nivel: 4 /Acción: Activa;;;;;
Efecto: Determina la causa de la muerte y el momento en el que ocurrió. No especifica si el blanco del conjuro murió asesinado ni tampoco el responsable pero sí, por ejemplo, si alguien ha muerto por una contusión masiva o el tipo de enfermedad que lo mató. El grado del conjuro especifica el alcance de tiempo que puede rastrear, mas allá del cual el sortilegio es incapaz de obtener la información.;;;;;
Grado Base Intermedio Avanzado Arcano;;;;;
Zeon;50;80;100;120;
Int. R.;4;8;10;12;
Base: 1 hora.;;;;;
Intermedio: 1 día.;;;;;
Avanzado: 1 semana.;;;;;
Arcano: 1 mes.;;;;;
Mantenimiento: No;;;;;
Tipo de Conjuro: Efecto;;;;;
Resistencia a la Muerte;;;;;
Nivel: 14;Acción: Pasiva;;;;
Efecto: Este conjuro protege contra cualquier efecto que pueda provocar la muerte de manera automática, otorgando un bono a las resistencias del objetivo contra efectos de dicha índole.;;;;;
Grado Base Intermedio Avanzado Arcano;;;;;
Zeon;60;90;120;140;
Int. R.;6;9;12;14;
Base: +20 a las Resistencias.;;;;;
Intermedio: +40 a las Resistencias.;;;;;
Avanzado: +60 a las Resistencias.;;;;;
Arcano: +80 a las Resistencias.;;;;;
Mantenimiento: 10 / 10 / 15 / 15 /Diario;;;;;
Tipo de Conjuro: Efecto;;;;;
Exterminio Menor;;;;;
Nivel: 24 /Acción: Activa;;;;;
Efecto: Mata a las criaturas con Presencia 20 determinadas por el lanzador en un área si estos no superan la RM determinada por el grado del conjuro.;;;;;
Grado Base Intermedio Avanzado Arcano;;;;;
Zeon;80;100;120;140;
Int. R.;7;9;11;13;
Base: RM 60 / 10 metros de radio.;;;;;
Intermedio: RM 80 / 25 metros de radio.;;;;;
Avanzado: RM 100 / 50 metros de radio.;;;;;
Arcano: RM 120 / 75 metros de radio.;;;;;
Mantenimiento: No;;;;;
Tipo de Conjuro: Efecto, Anímico;;;;;
Golpe de Gracia;;;;;
Nivel: 34;Acción: Activa;;;;
Efecto: Remata a alguien que esté a punto de morir. La condición para ser afectado es que el objetivo debe encontrarse en el estado de entre la vida y la muerte, y morirá de manera automática si no supera la RM determinada por el grado del conjuro.;;;;;
Grado Base Intermedio Avanzado Arcano;;;;;
Zeon;60;80;100;120;
Int. R.;7;9;11;13;
Base: RM 140.;;;;;
Intermedio: RM 160.;;;;;
Avanzado: RM 180.;;;;;
Arcano: RM 200.;;;;;
Mantenimiento: No;;;;;
Tipo de Conjuro: Automático;;;;;
Poner en Reposo;;;;;
Nivel: 44 /Acción: Activa;;;;;
Efecto: Destruye automáticamente a criaturas no muertas sin alma en el radio de acción del conjuro. Las criaturas pueden resistirse a sus efectos superando la RM determinada por el grado del conjuro.;;;;;
Grado Base Intermedio Avanzado Arcano;;;;;
Zeon;60;90;120;150;
Int. R.;7;10;13;15;
Base: RM 120 / 10 metros de radio.;;;;;
Intermedio: RM 140 / 25 metros de radio.;;;;;
Avanzado: RM 160 / 50 metros de radio.;;;;;
Arcano: RM 180 / 75 metros de radio.;;;;;
Mantenimiento: No;;;;;
Tipo de Conjuro: Anímico;;;;;
Sentir la Muerte;;;;;
Nivel: 54 /Acción: Activa;;;;;
Efecto: El lanzador es capaz de presentir la muerte en las cercanías, notando si alguien ha muerto o está a punto de morir a su alrededor.;;;;;
Grado Base Intermedio Avanzado Arcano;;;;;
Zeon;80;100;120;150;
Int. R.;7;10;13;15;
Base: El lanzador nota si alguien ha muerto en una zona de unos 100 metros de radio hace menos de una hora o si hay algún moribundo cercano que vaya a fallecer en menos de un minuto.;;;;;
Intermedio: El lanzador nota si alguien ha muerto en una zona de unos 150 metros de radio hace menos de seis horas o si alguien cercano a él va a morir en menos de diez minutos. Esta habilidad de predicción no le permite notar cosas con verdadera seguridad, sólo intuir la muerte.;;;;;
Avanzado: El lanzador siente la muerte con claridad. Puede percibir si alguien murió a su alrededor en el pasado o cuanto tiempo de vida aproximada le queda a una persona, y lo probable o improbable que resulta su muerte.;;;;;
Arcano: Como en grado avanzado, salvo que el lanzador es capaz de percibir la probable causa de muerte, tanto de aquellos que fallecieron en el pasado como los que es posible que mueran en un futuro próximo.;;;;;
Mantenimiento: 10 / 10 / 15 / 15;;;;;
Tipo de Conjuro: Efecto;;;;;
Memento Mori;;;;;
Nivel: 64 /Acción: Activa;;;;;
Efecto: Este hechizo mata a cualquier criatura dentro de su área que pueda ser considerada como un ser vivo, sin importar su naturaleza o condición. Los afectados pueden ignorar sus efectos superando una RM contra la dificultad determinada por el grado del conjuro.;;;;;
Grado Base Intermedio Avanzado Arcano;;;;;
Zeon;120;150;200;260;
Int. R.;8;10;;13;15
Base: RM 80 / 5 metros de radio.;;;;;
Intermedio: RM 100;/ 10 metros de radio.;;;;
Avanzado: RM 120 / 25 metros de radio.;;;;;
Arcano: RM 140 / 50 metros de radio.;;;;;
Mantenimiento: No;;;;;
Tipo de Conjuro: Anímico;;;;;
Maldición Mortal;;;;;
Nivel: 74 /Acción: Activa;;;;;
Efecto: El lanzador puede hacer que un individuo muera en un momento;;;;;
determinado por él y de la manera que elija. De ese modo, crea cierta;;;;;
“predestinación a morir”, tal y como él crea conveniente. Para que este;;;;;
conjuro funcione el lanzador debe de alcanzar a su objetivo con el conjuro,;;;;;
y este fallar la RM determinada por el grado del sortilegio. A partir de ese;;;;;
momento, todos los demás individuos que estén incluidos en los sucesos;;;;;
predestinados a la muerte pueden evitar también sus efectos del mismo;;;;;
modo, pero son afectados por la RM de manera automática, por el mero;;;;;
hecho de estar involucrados con el personaje maldito.;;;;;
Grado Base Intermedio Avanzado Arcano;;;;;
Zeon;150;250;350;500;
Int. R.;9;11;13;15;
Base: RM 120.;;;;;
Intermedio: RM 160.;;;;;
Avanzado: RM 200.;;;;;
Arcano: RM 240.;;;;;
Mantenimiento: 15 / 25 / 35 / 50 /Diario;;;;;
Tipo de Conjuro: Anímico, Automático;;;;;
Detener la Muerte;;;;;
Nivel: 84;Acción: Pasiva;;;;
Efecto: El blanco de este conjuro se vuelve temporalmente inmortal. No significa en absoluto que se convierta en un No Muerto; sólo que mientras se mantenga el conjuro, la muerte no tendrá ningún poder sobre él. Este conjuro no tiene efecto sobre poderes que exterminen directamente el alma o efectos similares.;;;;;
Grado Base Intermedio Avanzado Arcano;;;;;
Zeon;350;500;800;1.200;
Int. R.;10;12;14;16;
Base: El objetivo ignora automáticamente cualquier efecto que produzca muerte automática, aunque no es inmortal ante el daño físico.;;;;;
Intermedio: El  personaje  se  vuelve  inmortal  ante  el  daño  físico. No obstante, en el caso de que su cuerpo sea dañado hasta grados lo suficientemente elevados como para acabar con su vida, morirá de manera automática si en cualquier caso los efectos de este sortilegio desaparecen antes de que pueda ser curado. Este efecto no le protege de la muerte en caso de recibir un crítico en un punto vital o de perder la cabeza.;;;;;
Avanzado: Como en grado intermedio, pero el afectado tampoco puede morir a consecuencia de críticos, sin importar cuales sean las consecuencias.;;;;;
Arcano: Como en grado avanzado, pero el afectado es inmune a cualquier negativo a la acción que pueda sufrir a consecuencia del deterioro físico.;;;;;
Mantenimiento: 15 / 25 / 40 / 60;;;;;
Tipo de Conjuro: Efecto, Anímico;;;;;
La Muerte;;;;;
Nivel: 94 /Acción: Activa;;;;;
Efecto: El brujo obtiene un poder absoluto sobre la muerte, pudiendo;;;;;
decidir quien fallece en el radio de acción del conjuro a voluntad. Como;;;;;
un efecto automático, el lanzador puede elegir que cualquier ser vivo;;;;;
muera si no supera una RM o RF contra el valor determinado por el grado;;;;;
del conjuro. Alguien que supere la resistencia una vez ya no puede ser;;;;;
afectado nuevamente por este poder (lanzado por el mismo hechicero).;;;;;
Grado Base Intermedio Avanzado Arcano;;;;;
Zeon;400;750;1.200;2.000;
Int. R.;12;14;16;18;
Base: 500 metros de radio / RF o RM 80.;;;;;
Intermedio: 1 kilómetro de radio / RF o RM 100.;;;;;
Avanzado: 5 kilómetros de radio / RF o RM 120.;;;;;
Arcano: 10 kilómetros de radio / RF o RM 140.;;;;;
Mantenimiento: 40 / 75 / 120 / 200 /Diario;;;;;
Tipo de Conjuro: Efecto, Automático;;;;;
Spellbook:MUSICAL;;;;;
Esta sub-vía recoge todos los poderes relacionados con la música y las melodías. Los brujos que usan sus conjuros son habitualmente llamados magos musicales, ya que a través de sus melodías son capaces de provocar los más inverosímiles efectos y maravillas.;;;;;
Vínculos Cerrados: Destrucción, Fuego, Tierra, Nigromancia.;;;;;
Tempo;;;;;
Nivel: 4 /Acción: Activa;;;;;
Efecto: Controlando el ritmo del mundo, este conjuro aísla al hechicero de las distracciones exteriores permitiéndole discernir de manera intuitiva todos los sonidos que le rodean. En consecuencia, obtiene un bono a su habilidad secundaria Buscar para todos aquellos controles que estén relacionados con el sonido.;;;;;
Grado Base Intermedio Avanzado Arcano;;;;;
Zeon;30;50;70;100;
Int. R.;5;8;10;12;
Base: +40 a Buscar.;;;;;
Intermedio: +60 a Buscar.;;;;;
Avanzado: +80 a Buscar.;;;;;
Arcano: +100 a Buscar.;;;;;
Mantenimiento: No;;;;;
Tipo de Conjuro: Efecto;;;;;
Cantábile;;;;;
Nivel: 14;Acción: Activa;;;;
Efecto: Este conjuro permite al personaje hacer sonar su voz o una melodía interpretada por este en cualquier lugar que desee hasta una distancia máxima determinada por el grado del conjuro.;;;;;
Grado Base Intermedio Avanzado Arcano;;;;;
Zeon;40;60;80;100;
Int. R.;5;8;10;12;
Base: 100 metros.;;;;;
Intermedio: 250 metros.;;;;;
Avanzado: 500 metros.;;;;;
Arcano: 1 kilómetro.;;;;;
Mantenimiento: 5 / 5 / 5 / 10;;;;;
Tipo de Conjuro: Efecto;;;;;
Plagio;;;;;
Nivel: 24;Acción: Activa;;;;
Efecto: Proporciona al mago la capacidad artística necesaria para efectuar una interpretación de algún tipo de composición musical, ya sea tocando un instrumento o cantando. El hechicero deberá conocer o haber escuchado, aunque sea de forma incompleta, la pieza que desea representar. Al hacerlo, el personaje tiene el equivalente a una habilidad de Música determinado por el grado del conjuro.;;;;;
Grado Base Intermedio Avanzado Arcano;;;;;
Zeon;50;70;90;120;
Int. R.;6;8;10;12;
Base: 120 Música.;;;;;
Intermedio: 180 Música.;;;;;
Avanzado: 240 Música.;;;;;
Arcano: 280 Música.;;;;;
Mantenimiento: 5 / 5 / 5 / 10;;;;;
Tipo de Conjuro: Efecto;;;;;
Mezzo Forte;;;;;
Nivel: 34 /Acción: Activa;;;;;
Efecto: Creando una nota musical discordante, el brujo desencadena una destructiva onda de sonido que destroza cualquier cosa sólida con la que se ponga en contacto. El ataque (ENE) tiene daño base muy bajo pero, en caso de causar daño, el defensor debe realizar un control de RF contra una dificultad igual a 10 veces la perdida de puntos de vida recibida (hasta un máximo de 240) o sufrir un daño adicional equivalente al nivel de fracaso. Por ejemplo, si este conjuro es lanzado en grado intermedio (daño base 20) y el ataque produce la perdida de 16 puntos de vida, el afectado deberá realizar un control de RF contra 160.;;;;;
Grado Base Intermedio Avanzado Arcano;;;;;
Zeon;60;90;120;150;
Int. R.;7;9;11;13;
Base: Daño 10.;;;;;
Intermedio: Daño 20.;;;;;
Avanzado: Daño 30.;;;;;
Arcano: Daño 40.;;;;;
Mantenimiento: No;;;;;
Tipo de Conjuro: Ataque;;;;;
Adagio;;;;;
Nivel: 44;Acción: Activa;;;;
Efecto: Este conjuro crea una melodía cargada con fuertes emociones que penetran en todo aquel que las escuche al menos un asalto. Cualquiera que cumpla tal requisito, debe superar un control de RM o verse completamente imbuido por la emoción elegida por el brujo para la sinfonía. Si alguien escucha Adagio de manera parcial o logra cubrir en parte sus oídos, obtiene un bono de +40 al control de Resistencia. Adagio se escucha en un área alrededor del hechicero, dentro de la cual, el lanzador no puede escoger blancos.;;;;;
Grado Base Intermedio Avanzado Arcano;;;;;
Zeon;100;160;220;280;
Int. R.;7;9;11;13;
Base: 120 RM / 20 metros de radio.;;;;;
Intermedio: 140 RM / 50 metros de radio.;;;;;
Avanzado: 160 RM / 100 metros de radio.;;;;;
Arcano: 180 RM / 150 metros de radio.;;;;;
Mantenimiento: 5 / 10 / 15 / 20;;;;;
Tipo de Conjuro: Automático;;;;;
Allegro;;;;;
Nivel: 54 /Acción: Activa;;;;;
Efecto: Crea la más hermosa melodía imaginable, que atonta y embelesa a quienes la escuchan. Todo aquel que se encuentre alrededor del hechicero debe superar cada dos asaltos una RM o quedará Fascinado, siendo incapaz de realizar acciones activas por su propia voluntad. Los objetivos incapaces de oír son inmunes a este hechizo, y si alguien escucha la música de manera parcial o logra cubrir en parte sus oídos, obtiene un bono de +40 al control de Resistencia.;;;;;
Grado Base Intermedio Avanzado Arcano;;;;;
Zeon;100;160;220;280;
Int. R.;7;9;11;13;
Base: 120 RM / 10 metros de radio.;;;;;
Intermedio: 140 RM / 25 metros de radio.;;;;;
Avanzado: 160 RM / 50 metros de radio.;;;;;
Arcano: 180 RM / 100 metros de radio.;;;;;
Mantenimiento: 5 / 10 / 15 / 20;;;;;
Tipo de Conjuro: Automático;;;;;
Presstisimo;;;;;
Nivel: 64;Acción: Activa;;;;
Efecto: Este conjuro crea una frenética melodía que incrementa la velocidad de reacción de todo aquel que la escuche y sea designado por el lanzador. Los afectados que se encuentren cerca del hechicero obtienen de inmediato un bono a su Turno e incrementan su velocidad.;;;;;
Grado Base Intermedio Avanzado Arcano;;;;;
Zeon;120;180;240;300;
Int. R.;8;10;12;14;
Base: 10 metros de radio / +1 al Tipo de Movimiento / +30 al Turno.;;;;;
Intermedio: 20 metros de radio / +2 al Tipo de Movimiento / +30 al Turno.;;;;;
Avanzado: 30 metros de radio / +2 al Tipo de Movimiento / +40 al Turno.;;;;;
Arcano: 40 metros de radio / +3 al Tipo de Movimiento / +50 al Turno.;;;;;
Mantenimiento: 5 / 10 / 15 / 20;;;;;
Tipo de Conjuro: Efecto;;;;;
Fortísimo;;;;;
Nivel: 74 /Acción: Activa;;;;;
Efecto: El hechicero obtiene un control absoluto sobre cualquier sonido que sea producido en el área de influencia determinada por el grado del conjuro, pudiendo alterarlo, incrementar su potencia o hacerlo completamente imperceptible. Por ejemplo, podría reunir pequeños murmullos ambientales para formar una agradable melodía o tergiversar las palabras de una persona. Salvo si el sonido como tal tiene presencia propia o es producido por un ser con Gnosis 40 o superior, no es posible de ningún modo evitar los efectos de este sortilegio.;;;;;
Grado Base Intermedio Avanzado Arcano;;;;;
Zeon;120;180;240;300;
Int. R.;8;10;12;14;
Base: 10 metros de radio.;;;;;
Intermedio: 25 metros de radio.;;;;;
Avanzado: 50 metros de radio.;;;;;
Arcano: 100 metros de radio.;;;;;
Mantenimiento: 10 / 15 / 20 / 30;;;;;
Tipo de Conjuro: Efecto;;;;;
Marziale;;;;;
Nivel: 84;Acción: Activa;;;;
Efecto: Crea una potente melodía que refuerza el aguante innato de aquellos que la escuchen y sean designados por el lanzador. Aquellos afectados que se encuentren alrededor del brujo obtienen diferentes bonos, descritos en los grados del conjuro. Los beneficios de este conjuro no se superponen, por lo que un individuo que se encuentre dentro de la zona de influencia de dos Marziale diferentes no aplica dos veces sus beneficios.;;;;;
Grado Base Intermedio Avanzado Arcano;;;;;
Zeon;120;180;240;300;
Int. R.;8;10;12;14;
Base: 10 metros de radio / +2 a la TA / +20 RM.;;;;;
Intermedio: 25 metros de radio / +3 a la TA / +20 RM y RF.;;;;;
Avanzado: 50 metros de radio / +4 a la TA / +20 RM, RF y RP / Barrera de daño 50.;;;;;
Arcano: 100 metros de radio / +5 a la TA / +30 RM, RF y RP / Barrera de daño 60.;;;;;
Mantenimiento: 5 / 10 / 15 / 20;;;;;
Tipo de Conjuro: Efecto;;;;;
Anima;;;;;
Nivel: 94 /Acción: Activa;;;;;
Efecto: Anima es un conjuro que carga una melodía de poder sobrenatural para penetrar automáticamente en el alma de todos cuanto la escuchen. Anima debe de ser lanzado en combinación con otro conjuro de clase Anímico, haciendo que dicho sortilegio se convierta en Automático y funcione sobre cualquiera que esté a menos de 50 metros del hechicero y escuche la melodía más de un asalto. La RM a superar es la misma de la del conjuro afectado por Anima, pero si alguien percibe la melodía de manera parcial o logra cubrir en parte sus oídos, obtiene un bono de +40 al control de RM.;;;;;
Grado Base Intermedio Avanzado Arcano;;;;;
Zeon;300;450;600;800;
Int. R.;8;10;12;14;
Base: Afecta a conjuros de grado base.;;;;;
Intermedio: Afecta a conjuros de grado intermedio.;;;;;
Avanzado: Afecta a conjuros de grado avanzado.;;;;;
Arcano: Afecta a conjuros de grado arcano.;;;;;
Mantenimiento: 5 / 10 / 15 / 20;;;;;
Tipo de Conjuro: Automático;;;;;
Spellbook:NOBLEZA;;;;;
Esta sub-vía recoge todos aquellos principios relacionados con la apariencia, posición social y superioridad sobre el resto de personas. Es la magia que usa la nobleza y los grandes señores para asegurar su predominio sobre los demás.;;;;;
Vínculos Cerrados: Creación, Destrucción, Esencia, Fuego, Nigromancia.;;;;;
Rostro;;;;;
Nivel: 4 /Acción: Activa;;;;;
Efecto: Elimina las imperfecciones externas que puedan afectar el rostro del blanco del conjuro, cubriendo dichos defectos con una suave capa de maquillaje sobrenatural y aplicando un leve efecto curativo que elimina cualquier afección cutánea y realza el color. El personaje obtiene un aspecto vital y saludable.;;;;;
Grado Base Intermedio Avanzado Arcano;;;;;
Zeon;30;50;80;120;
Int. R.;5;8;10;12;
Base: Las habilidades descritas.;;;;;
Intermedio: Como en grado base, pero el personaje incrementa un punto su;;;;;
Apariencia (hasta un máximo de 9) y le hace parecer algunos años más joven.;;;;;
Avanzado: Como en grado intermedio, pero incrementa dos puntos su;;;;;
Apariencia (hasta un máximo de 10).;;;;;
Arcano: Como en grado Avanzado, pero incrementa tres puntos su Apariencia (hasta un máximo de 10).;;;;;
Mantenimiento: 5 / 5 / 5 / 10 /Diario;;;;;
Tipo de Conjuro: Efecto;;;;;
Perfume;;;;;
Nivel: 14 /Acción: Activa;;;;;
Efecto: Este conjuro modifica el olor corporal del blanco designado por el hechicero, transformándolo en un fragante aroma, suave y agradable al olfato, que evoca placenteras sensaciones a quienes lo aspiran en un área determinada por el grado del conjuro.;;;;;
Grado Base Intermedio Avanzado Arcano;;;;;
Zeon;40;60;90;120;
Int. R.;5;8;10;12;
Base: Las habilidades descritas / 20 metros de radio.;;;;;
Intermedio: Como en grado base, pero siempre que alguien sobre quien pese este conjuro deba realizar un control de Estilo en el que pueda influir su olor corporal, incrementa automáticamente un grado el nivel de dificultad alcanzado / 30 metros de radio.;;;;;
Avanzado: Como en grado intermedio, pero incrementa automáticamente dos grados el nivel de dificultad alcanzado / 40 metros de radio.;;;;;
Arcano: Como en grado avanzado, pero todo aquel que huela el perfume durante más de 5 asaltos debe de realizar un control de RM contra 100 o quedará automáticamente en estado de fascinación, quedando atontado de placer y siendo más receptible a las palabras del blanco del conjuro / 50 metros de radio.;;;;;
Mantenimiento: 5 / 5 / 5 / 10 /Diario;;;;;
Tipo de Conjuro: Efecto / Automático.;;;;;
Musa;;;;;
Nivel: 24 /Acción: Activa;;;;;
Efecto: Proporciona al lanzador la inspiración necesaria para efectuar una magistral interpretación de alguna forma de arte tradicional como puede ser tocar un instrumento, cantar, bailar, pintar, escribir, componer… Este conjuro otorga al brujo o bien una habilidad base en la Habilidad Secundaria que pone a prueba (Música, Baile o Arte), o bien la mitad de dicho valor como bono a su propia habilidad. Aunque no tiene mantenimiento, los efectos de este conjuro perduran el tiempo suficiente para completar la obra iniciada, siempre y cuando esta no tenga una duración superior a un día.;;;;;
Grado Base Intermedio Avanzado Arcano;;;;;
Zeon;60;90;120;150;
Int. R.;6;9;11;13;
Base: 120 de habilidad.;;;;;
Intermedio: 180 de habilidad.;;;;;
Avanzado: 240 de habilidad.;;;;;
Arcano: 280 de habilidad.;;;;;
Mantenimiento: No.;;;;;
Tipo de Conjuro: Efecto;;;;;
Guardarropa;;;;;
Nivel: 34 /Acción: Activa;;;;;
Efecto: Transforma temporalmente las ropas del blanco del conjuro en otras de una calidad exquisita con la capacidad de permanecer limpias y planchadas en todo momento. Las manchas y salpicaduras resbalarán por la tela sin causar la menor imperfección al tejido y cualquier desgarro será zurcido sobrenaturalmente en cuestión de segundos.;;;;;
Grado Base Intermedio Avanzado Arcano;;;;;
Zeon;60;90;120;150;
Int. R.;6;9;11;13;
Base: Las habilidades descritas.;;;;;
Intermedio: Como en grado base, pero mientras lleve las ropas el personaje obtiene un bono de +50 a su habilidad secundaria Estilo.;;;;;
Avanzado: Como en grado intermedio, Las ropas varían de forma y color dependiendo de la situación y el momento, pero manteniendo en todo instante una apariencia gloriosa e impresionante.;;;;;
Arcano: Como en grado avanzado, pero las ropas otorgan una TA 4 contra toda clase de ataque, y se reparan automáticamente en caso de sufrir cualquier clase de daño que no sea de naturaleza sobrenatural.;;;;;
Mantenimiento: 5 / 5 / 5 / 10 /Diario;;;;;
Tipo de Conjuro: Efecto;;;;;
Conversación Agradable;;;;;
Nivel: 44 /Acción: Activa;;;;;
Efecto: Permite percibir los pensamientos superficiales e intereses más comunes de un individuo para poder mantener una conversación que sea agradable o entretenida para él. El afectado puede resistirse realizando un control de RM o RP. En caso de fallar, el mago obtiene un bono de +200 a todas las tiradas de Estilo y Persuasión dirigidas a fascinar al objetivo y arrastrarlo a una conversación intrascendente. La condición para que el conjuro funcione es estar conversando al menos medio minuto;;;;;
con una persona que no sea abiertamente hostil. Aunque no tiene mantenimiento, el bono se mantiene siempre y cuando la conversación no se detenga.;;;;;
Grado Base Intermedio Avanzado Arcano;;;;;
Zeon;80;100;120;150;
Int. R.;7;10;12;14;
Base: 120 RM o RP.;;;;;
Intermedio: 160 RM o RP.;;;;;
Avanzado: 200 RM o RP.;;;;;
Arcano: 240 RM o RP.;;;;;
Mantenimiento: No;;;;;
Tipo de Conjuro: Automático;;;;;
Grandeza;;;;;
Nivel: 54 /Acción: Activa;;;;;
Efecto: Este conjuro cubre al hechicero de un aire de grandeza, proporcionándole una poderosa autoridad que intimida a todos aquellos acostumbrados a obedecer órdenes. Cualquiera que se encuentre en un área de 5 metros alrededor de él deberá realizar una tirada de RM o RP, o se sentirán impelidos a complacerle, tratándolo con el respeto y deferencia debidos a un superior; un soldado no hará preguntas, un posadero le ofrecerá su mejor mesa y los criados se arrodillarán a su paso respondiendo al más mínimo deseo. Grandeza no tiene efectos sobre individuos que tengan una marcada actitud hostil contra el lanzador, quienes le conozcan y sientan que son sus iguales o superiores, o aquellos seres que, simplemente, consideren que no podrían obedecer al brujo bajo ninguna circunstancia. Los afectados pueden repetir el control únicamente cuando el lanzador haga alguna acción tan contraria a razón que estos puedan replantearse su sumisión hacia él.;;;;;
Grado Base Intermedio Avanzado Arcano;;;;;
Zeon;80;100;120;150;
Int. R.;7;10;12;14;
Base: 120 RM o RP.;;;;;
Intermedio: 160 RM o RP.;;;;;
Avanzado: 200 RM o RP.;;;;;
Arcano: 240 RM o RP.;;;;;
Mantenimiento: 10 / 10 / 15 / 15;;;;;
Tipo de Conjuro: Automático;;;;;
Conquistar corazones;;;;;
Nivel: 64 /Acción: Activa;;;;;
Efecto: Este conjuro altera la percepción de las personas haciéndoles sentir que el lanzador o el sujeto designado por éste es un ser de belleza y sensualidad embriagadoras. Cualquiera sexualmente compatible con el personaje que se beneficia de sus efectos deberá superar un control de RM o RP, o quedará automáticamente embelesado, demostrando un claro interés conforme a su naturaleza, personalidad y manera de ser. Además, el individuo sobre quien recae este hechizo obtiene un bono de +200 a Persuasión (Seducción) contra cualquiera que no haya podido superar el control. La condición para ser afectado por el sortilegio es dedicar verdadera atención a la apariencia del individuo que se beneficia del conjuro.;;;;;
Grado Base Intermedio Avanzado Arcano;;;;;
Zeon;100;150;200;250;
Int. R.;8;11;13;15;
Base: 120 RM o RP.;;;;;
Intermedio: 160 RM o RP.;;;;;
Avanzado: 200 RM o RP.;;;;;
Arcano: 240 RM o RP.;;;;;
Mantenimiento: 5 / 10 / 10 / 15 /Diario;;;;;
Tipo de Conjuro: Automático;;;;;
Presencia Absoluta;;;;;
Nivel: 74;Acción: Activa;;;;
Efecto: Este sortilegio hace que cualquier individuo en un radio alrededor del hechicero centre por completo su atención en él, siendo incapaz de fijarse o concentrarse en otra persona que no sea el brujo. Quienquiera que intente realizar una actividad que no esté centrada en el hechicero recibe automáticamente un penalizador de -40 a toda acción (-120 en caso de estar relacionada con habilidades perceptivas). La condición para ser afectado por este conjuro es simplemente estar en el interior del área designada y no superar un control de RM o RP.;;;;;
Grado Base Intermedio Avanzado Arcano;;;;;
Zeon;120;150;200;250;
Int. R.;9;12;14;16;
Base: 120 RM o RP / 20 metros de radio.;;;;;
Intermedio: 160 RM o RP / 50 metros de radio.;;;;;
Avanzado: 200 RM o RP / 100 metros de radio.;;;;;
Arcano: 240 RM o RP / 150 metros de radio.;;;;;
Mantenimiento: 10 / 10 / 15 / 20;;;;;
Tipo de Conjuro: Automático;;;;;
Perfección;;;;;
Nivel: 84 /Acción: Activa;;;;;
Efecto: El blanco del conjuro altera su complexión física adquiriendo automáticamente una apariencia perfecta.;;;;;
Grado Base Intermedio Avanzado Arcano;;;;;
Zeon;120;150;200;250;
Int. R.;9;12;14;16;
Base: El objetivo obtiene Apariencia 10 y un bono de +100 a Estilo, Persuasión, Intimidar y Liderazgo.;;;;;
Intermedio: Como en grado base, pero sus heridas desaparecen siempre sin dejar marca o cicatriz, incrementando en +3 su nivel de regeneración base.
Avanzado: Como en grado intermedio, pero el bono a Estilo, Persuasión, Intimidar y Liderazgo aumenta a +200.;;;;;
Arcano: Como en grado avanzado, pero el personaje obtiene un bono de +1 a todos sus atributos.;;;;;
Mantenimiento: 15 / 15 / 20 / 25 /Diario;;;;;
Tipo de Conjuro: Efecto;;;;;
El Rey del Mundo;;;;;
Nivel: 94 /Acción: Activa;;;;;
Efecto: El hechicero emplea la magia para divinizar sus capacidades sociales, convirtiéndose en el centro de atención y veneración de todos cuantos le rodean. Cualquiera que se encuentre en un radio de él debe superar automáticamente un control de RM o considerará al hechicero como su maestro e ideal; el culmen de toda su admiración. El brujo no tendrá verdadero control sobre los afectados, quienes seguirán comportándose como correspondería a su personalidad, pero todos tratarán de satisfacer, ayudar y buscar la aprobación del lanzador como si fueran sus leales seguidores.;;;;;
Grado Base Intermedio Avanzado Arcano;;;;;
Zeon;300;450;500;700;
Int. R.;10;13;15;17;
Base: 500 metros de radio / 120 RM.;;;;;
Intermedio: 1 kilómetro de radio / 160 RM.;;;;;
Avanzado: 2 kilómetros de radio / 200 RM.;;;;;
Arcano: 5 kilómetros de radio / 240 RM.;;;;;
Mantenimiento: 15 / 15 / 20 / 25 /Diario;;;;;
Tipo de Conjuro: Efecto;;;;;
Spellbook:PAZ;;;;;
Es la vía que encarna la armonía y la falta de conflictos.;;;;;
Vínculos Cerrados: Destrucción, Oscuridad, Fuego, Nigromancia, Ilusión.;;;;;
Escudo Salvador;;;;;
Nivel: 4 /Acción: Pasiva;;;;;
Efecto: Crea una barrera protectora que protege contra cualquier tipo de ataque. En el caso de que se utilice para cubrir a varios individuos contra un ataque en área, el conjuro permite proteger a tantos blancos como indique el grado del conjuro sin sufrir por ello daño adicional o aplicar un penalizador a la habilidad defensiva del lanzador.;;;;;
Grado Base Intermedio Avanzado Arcano;;;;;
Zeon;50;100;160;240;
Int. R.;6;8;10;14;
Base: El escudo tiene 300 puntos de Resistencia / Es capaz de proteger hasta a dos personas sin penalizador.;;;;;
Intermedio: El escudo tiene 900 puntos de Resistencia/ Es capaz de proteger hasta a cinco personas sin penalizador.;;;;;
Avanzado: El escudo tiene 1.500 puntos de Resistencia / Es capaz de proteger hasta a ocho personas sin penalizador.;;;;;
